Period,Project,District,CBS_Hierarchy,Description,Budget_Amount,Period_Spend,JTD_Spend,Forecast_Amount,Forecast_Change,SL_Variance
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.5,"Geotechnical Design Reports (R-39 thru R",468457.960000,0.000000,38569.690000,38569.690000,0.000000,2637.243760683761
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.6,"Foundation Testing Reports (R-45 thru R5",301569.890000,0.000000,10128.430000,10128.430000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.7,"Geotechnical Data Reports (1 main span/1",149301.800000,0.000000,65115.080000,65115.080000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.8,"Geotechnical Baseline Reports (1 land/1",87704.240000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.9,"Interdisciplinary Design Coordination /",253022.740000,0.000000,20583.510000,20583.510000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.4,"RWDI",111927.610000,0.000000,39533.390000,39534.390000,0.000000,-1.000000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.4.1,"Structural",111927.610000,0.000000,39533.390000,39534.390000,0.000000,-1.000000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.4.1.1,"Final Climatology and Wind Report (R-02)",100569.730000,0.000000,39533.390000,39534.390000,0.000000,-1.000000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.4.1.2,"Marine Approaches Desktop Wind Study",11357.880000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5,"BAIRD",665624.960000,0.000000,313536.900000,313541.090000,0.000000,-4.190000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.1,"Structural",177785.440000,0.000000,67113.620000,67113.620000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.1.1,"Final Ship Collision Risk Assesment Repo",177785.440000,0.000000,67113.620000,67113.620000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2,"Hydraulics & Hydrology (H&H)",487839.520000,0.000000,246423.280000,246427.470000,0.000000,-4.190000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.1,"Final (Level 2) H&H Report (R-11)",123855.200000,0.000000,116249.720000,116250.000000,0.000000,-0.280000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.2,"Final (Level 2) Scour Analysis Report (R",123855.200000,0.000000,63828.500000,63832.000000,0.000000,-3.500000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.3,"Wave Load Calculations",104271.440000,0.000000,31829.630000,31829.470000,0.000000,0.160000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.4,"Scour Protection Design Calculations",104271.440000,0.000000,15926.650000,15927.000000,0.000000,-0.350000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.5,"Ice Load Study",31586.240000,0.000000,18588.780000,18589.000000,0.000000,-0.220000000000
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.6,"DONALD MACDONALD",196864.360000,0.000000,58014.900000,58014.900000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1,"Aesthetics",196864.360000,0.000000,58014.900000,58014.900000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1.1,"Coordination and Public Meetings",115630.200000,0.000000,38668.560000,38668.560000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1.2,"2D and 3D Visualizations and Renderings ",81234.160000,0.000000,18275.840000,18275.840000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1.3,"DMD Expense Code",0.000000,0.000000,1070.500000,1070.500000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.7,"COWI",1410645.910000,0.000000,784156.970000,784156.970000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1,"Structural",1410645.910000,0.000000,784156.970000,784156.970000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.1,"50-Percent BCC IFE Design Plans - Pier P",564305.340000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.2,"Pier Protection Basis of Design Report (",211700.160000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.3,"Draft Final Pier Protection Design Repor",634640.410000,0.000000,779381.260000,779381.260000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.4,"COWI WO#16 Expenses",0.000000,0.000000,4775.710000,4775.710000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2,"WO 16.0 - 50% Continued Design Developme",0.000000,22500.000000,1117526.030000,1578263.500000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1,"KIE",0.000000,0.000000,415453.610000,415453.610000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.1,"Design Management",,0.000000,10518.390000,10518.390000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.1.1,"Technical Risk Assessment Final Report /",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.1.2,"Design Confidence Matrix / Design Quanti",,0.000000,10518.390000,10518.390000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.2,"Roadway",,0.000000,16819.090000,16819.090000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.2.1,"50-Percent BCC IFE Roadway & Drainage De",,0.000000,16819.090000,16819.090000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3,"Structures",0.000000,0.000000,331372.070000,331372.070000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3.1,"50-Percent BCC IFE Design Plans - Main S",0.000000,0.000000,321853.910000,321853.910000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3.2,"50-Percent Design Plans - Approaches",,0.000000,369.000000,369.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3.3,"50% BCC IFE Design Plans - Fire Protecti",,0.000000,9149.160000,9149.160000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4,"Geotechnical",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.1,"Geotechnical Design Reports (R-39 thru R",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.2,"Foundation Testing Reports (R-45 thru R5",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.3,"Geotechnical Data Reports (1 main span/1",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.4,"Geotechnical Baseline Reports (1 land/1",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5,"Drainage",0.000000,0.000000,16552.740000,16552.740000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.1,"50-Percent BCC IFE Design Plans - Draina",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.2,"Storm Drain Design Report (CIV-003)",0.000000,0.000000,8127.250000,8127.250000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.3,"Stormwater Management Plan & Details (CI",0.000000,0.000000,8425.490000,8425.490000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.4,"Erosion & Sediment Control Notes, Plans,",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.5,"50-Percent Design Plans – Temporary Drai",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.6,"Electrical",,0.000000,142.700000,142.700000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.6.1,"50-Percent BCC IFE Design Plans – Electr",,0.000000,142.700000,142.700000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7,"TSCD",,0.000000,40048.620000,40048.620000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.1,"General TSCD",,0.000000,21549.750000,21549.750000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.2,"Land Approach Structures TSCD",,0.000000,787.920000,787.920000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.3,"Marine Structures TSCD",,0.000000,4465.740000,4465.740000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.4,"Preacst Structures TSCD",,0.000000,7090.570000,7090.570000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.5,"Main Span TSCD",,0.000000,6154.640000,6154.640000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.2,"Systra",0.000000,0.000000,393525.050000,393525.050000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.2.1,"50-Percent BCC IFE Design Plans - Main S",0.000000,0.000000,393525.050000,393525.050000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.3,"GZA",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.3.1,"Geotechnical Reports",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.4,"RWDI",0.000000,0.000000,40466.610000,40466.610000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.4.1,"Final Climatology and Wind Report (R-02)",0.000000,0.000000,40466.610000,40466.610000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.4.2,"Marine Approaches Desktop Wind Study",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.5,"COWI",0.000000,0.000000,245580.760000,245580.760000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.5.1,"50-Percent BCC IFE Design Plans - Pier P",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.5.2,"Pier Protection Basis of Design Report (",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.5.3,"Draft Final Pier Protection Design Repor",0.000000,0.000000,245580.760000,245580.760000,0.000000,0E-12
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.6,"EA Engineering",0.000000,22500.000000,22500.000000,483237.470000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.2.6.1,"WO#16 - EA Engineering",0.000000,22500.000000,22500.000000,483237.470000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3,"WO#16.2 - 70% Design",13709158.470000,1729109.220000,6348725.880000,13333668.520000,80451.340000,-2143646.946243839847
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1,"KIE",7095967.680000,969605.320000,3364235.230000,6474896.840000,80451.340000,-638152.505878425855
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.1,"KIE",,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2,"Design Management",1770935.900000,157920.570000,462166.200000,2008322.190000,80451.340000,-1136310.491886792453
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.1,"Technical Risk Assessment Final Report /",9587.530000,0.000000,,8957.050000,-260.250000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.10,"Schedule",146089.930000,6722.270000,26432.070000,217830.420000,0.000000,-167958.589811320755
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.2,"Design Confidence Matrix / Design Quanti",9587.530000,0.000000,,8696.800000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.3,"Engineering Controls",225306.860000,16663.140000,66127.500000,315056.290000,0.000000,-190287.422075471698
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.4,"Commercial Management",149445.560000,5176.730000,9244.980000,222833.910000,0.000000,-205390.551509433962
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.5,"Commercial Manager (KIE Key Staff)",135064.270000,0.000000,,72466.900000,80711.590000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.6,"Design Manager (Key Staff)",135064.270000,27764.940000,92549.800000,199590.390000,0.000000,-24968.125849056604
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.7,"Design Management",839747.440000,75136.430000,190756.170000,788283.330000,0.000000,-428366.028113207547
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.8,"Document Control",63037.980000,18753.800000,52333.280000,88118.240000,0.000000,10623.797735849057
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.9,"Quality",58004.530000,7703.260000,24722.400000,86488.860000,0.000000,-39842.822264150943
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.3,"Roadway",245920.040000,30106.770000,163740.710000,192526.540000,0.000000,-22847.047772020725
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.3.1,"70 % BCC IFE Roadway Plans",245920.040000,27829.580000,161463.520000,192526.540000,0.000000,-25206.830155440415
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.3.2,"70% Demo MOT Coordination",0.000000,2277.190000,2277.190000,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4,"Structural",3323036.520000,497796.150000,1838702.290000,2804048.550000,0.000000,9819.361967838052
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.1,"70% Main Span Design",1140915.600000,210671.350000,830327.160000,981214.560000,0.000000,556428.328888888889
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.2,"70% Approach Design",1843082.030000,273672.420000,981313.710000,1545806.790000,0.000000,-186646.526842105263
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.3,"70% Service Life & Corrosion Protection",162987.940000,9916.750000,13326.630000,132389.600000,0.000000,-116729.635252643948
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.4,"70% Standpipe System & Fire Protection",176050.950000,3535.630000,13734.790000,144637.600000,0.000000,-116492.538524590164
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5,"Geotechnical",134225.350000,24567.010000,98970.810000,157819.200000,0.000000,18914.389285714286
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.1,"Main Span Geotechnical Planning Report",19175.050000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.2,"Geotechnical Instrumentation & Monitorin",19175.050000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.3,"Geotechnical Planning Reports",19175.050000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.4,"Geotechnical Data Reports",19175.050000,24567.010000,98970.810000,157819.200000,0.000000,18914.389285714286
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.5,"Geotechnical Interprative Reports",19175.050000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.6,"Foundation Testing Reports",19175.050000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.7,"Geotechnical Baseline Reports",19175.050000,0.000000,,0.000000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6,"Drainage",23968.810000,0.000000,1192.960000,24912.360000,0.000000,-23676.132020725389
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.1,"70-Percent Drainage Design Plans",4793.760000,0.000000,,4982.470000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.2,"Storm Drain Design Report",4793.760000,0.000000,596.480000,4982.470000,0.000000,-4364.356010362694
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.3,"Stormwater Management Plan & Details",4793.760000,0.000000,596.480000,4982.470000,0.000000,-4364.356010362694
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.4,"Erosion & Sediment Control Notes, Plans,",9587.530000,0.000000,,9964.950000,0.000000,
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.7,"Electrical",323579.000000,147567.720000,385564.510000,268662.250000,0.000000,130886.465025906736
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.7.1,"Electrical & Communications - 70% BCC IF",323579.000000,147567.720000,385564.510000,268662.250000,0.000000,130886.465025906736
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8,"TSCD",1094535.940000,99875.120000,379301.590000,948150.750000,0.000000,301710.325871159074
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.1,"24-227 - WO16.2 - General TSCD",158194.180000,10602.550000,46642.720000,131549.880000,0.000000,9791.695757575758
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.2,"24-227 - WO16.2 - Land Approach TSCD",38350.100000,2495.080000,8667.060000,38247.130000,0.000000,3024.584285714286
202509,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.3,"24-227 - WO16.2 - Marine Structures TSCD",169819.050000,81438.860000,250404.820000,160000.000000,0.000000,208242.382352941176
